?iso2_str	?age	?val_str	?pop	?den
"GA"	2006	"5247.8"	1475000	6
"GB"	2006	"60813.5"	62262000	256
"GE"	2006	"4708.2"	4469200	68
"GH"	2006	"22497.5"	24233431	102
"GR"	2006	"8202.6"	11305118	85
"GT"	2006	"6365.4000000000015"	13824463	129
"HN"	2006	"5418.0"	8249574	64
"HT"	2006	"4492.099999999999"	9719932	350
"HU"	2006	"7389.0"	10014324	107
"ID"	2006	"210873.4"	237424363	124
"IL"	2006	"3915.2999999999997"	7869900	371
"IQ"	2006	"22640.0"	30399572	74
"IR"	2006	"108607.6"	78868711	48
"IS"	2006	"367.20000000000005"	320060	3
"IT"	2006	"37339.7"	60681514	201
"JM"	2006	"1330.8999999999999"	2847232	252
"JO"	2006	"2204.6"	6508271	68
"JP"	2006	"40956.899999999994"	127799000	337
"KE"	2006	"27447.9"	43013341	67
"KG"	2006	"3664.5"	5550239	27
"KH"	2006	"32658.4"	14805358	82
"KP"	2006	"18704.6"	24051218	198
"KR"	2006	"31051.4"	48875000	491
"KW"	2006	"12633.1"	3566437	200
"KZ"	2006	"62806.399999999994"	16600000	6
"LB"	2006	"1091.6999999999998"	4224000	404
"LK"	2006	"11353.199999999999"	20860000	309
"LT"	2006	"5155.8"	3187176	50
"LU"	2006	"1146.5"	509074	194
"LV"	2006	"3192.1"	2217053	34
"MA"	2006	"11255.1"	32545170	72
"MD"	2006	"3377.5"	3559500	122
"MK"	2006	"1376.4"	2055004	82
"MM"	2006	"76509.90000000001"	60280000	74
"MT"	2006	"234.5"	452515	1307
"MZ"	2006	"8517.4"	22894000	29
"NG"	2006	"95807.7"	170123740	184
"NI"	2006	"6199.5"	5891199	42
"NP"	2006	"23063.9"	29331000	199
"NZ"	2006	"27566.0"	4422700	17
"PE"	2006	"17136.399999999998"	29496000	23
"PK"	2006	"150643.8"	177100000	214
"PL"	2006	"65399.600000000006"	38186860	120
"PT"	2006	"13026.9"	10578776	115
"PY"	2006	"14520.0"	6454548	14
"RU"	2006	"510601.5"	143030106	8
"SA"	2006	"55143.700000000004"	27136977	12
"SI"	2006	"2912.5"	2050189	101
"SK"	2006	"4014.6"	5445324	111
"SN"	2006	"9131.9"	12855153	65
"SV"	2006	"3127.7"	6134000	342
"SY"	2006	"12503.8"	22530746	118
"TG"	2006	"5866.0"	6619000	117
"TH"	2006	"97443.8"	667201532	132
"TJ"	2006	"4507.7"	7616000	49
"TM"	2006	"32847.9"	5110000	11
"TN"	2006	"6949.3"	10732900	63
"TR"	2006	"75651.5"	74724269	97
"TT"	2006	"13508.6"	1227505	254
"TZ"	2006	"25359.6"	43188000	46
"UA"	2006	"68265.2"	45888000	77
"UY"	2006	"20571.4"	3318535	19
"UZ"	2006	"46338.700000000004"	29559100	61
"VE"	2006	"60048.6"	27150	30
"VN"	2006	"106432.8"	91519289	259
"YE"	2006	"8292.400000000001"	25130000	45
"ZA"	2006	"67187.29999999999"	48810427	41
"ZM"	2006	"6121.2"	12935000	17
"ZW"	2006	"8455.0"	12521000	26
"AE"	2007	"25607.600000000002"	8264070	99
"AM"	2007	"3328.7"	3262200	108
"AO"	2007	"18596.5"	18498000	15
"AR"	2007	"86733.7"	41281631	15
"AT"	2007	"8391.400000000001"	8414638	1003
"AU"	2007	"122548.90000000001"	22875104	3
"AZ"	2007	"18400.5"	9165000	106
"BA"	2007	"3071.4"	3839737	75
"BD"	2007	"103079.7"	148000000	964
"BD"	2007	"103079.7"	158570535	964
"BE"	2007	"9632.5"	11007020	355
"BH"	2007	"3312.3"	1234571	1627
"BJ"	2007	"6845.6"	9598787	78
"BN"	2007	"4450.4000000000015"	408786	67
"BO"	2007	"22777.6"	10907778	9
"BR"	2007	"443288.9"	192376496	22
"BW"	2007	"4361.0"	2029307	3
"CD"	2007	"73859.0"	71712867	29
"CG"	2007	"7016.0"	3686000	11
"CH"	2007	"4992.4"	7952600	188
"CI"	2007	"15946.8"	20617068	64
"CL"	2007	"18001.3"	17248450	23
"CM"	2007	"18153.199999999997"	19100000	40
"CO"	2007	"66694.2"	46366364	41
"CY"	2007	"621.4"	1099341	117
"CY"	2007	"621.4"	838897	117
"DE"	2007	"57229.700000000004"	81799600	229
"DZ"	2007	"47661.8"	37100000	15
"EC"	2007	"15476.900000000001"	15007343	54
"EE"	2007	"2329.2999999999997"	1340194	29
"EG"	2007	"50969.1"	90000000	2755
"EG"	2007	"50969.1"	90000000	7136
"EG"	2007	"50969.1"	90000000	76
"ER"	2007	"2837.0"	5824000	43
"ES"	2007	"36824.1"	46030109	93
"ET"	2007	"63231.9"	82101998	74
"FI"	2007	"8895.5"	5404956	16
"GA"	2007	"3817.5"	1475000	6
"GB"	2007	"61173.7"	62262000	256
"GE"	2007	"4863.5"	4469200	68
"GH"	2007	"20664.5"	24233431	102
"GR"	2007	"8417.0"	11305118	85
"GT"	2007	"6745.7"	13824463	129
"HN"	2007	"5729.7"	8249574	64
"HT"	2007	"4497.3"	9719932	350
"HU"	2007	"7282.7"	10014324	107
"ID"	2007	"218929.1"	237424363	124
"IL"	2007	"3350.1"	7869900	371
"IQ"	2007	"23873.8"	30399572	74
"IR"	2007	"115333.9"	78868711	48
"IS"	2007	"383.29999999999995"	320060	3
